gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count
Male,21,India,London,Individual,19,Mobile,Yearly,31,3,8.907487140312966,2,0.16,10,10,190,PayPal,0,Yes,No,1,28.46681131528489,Billing,3.0,0,0.67,0.25,32,Unsatisfied,1
Male,54,USA,Berlin,Individual,37,Web,Quarterly,9,1,12.156784180768426,4,-0.14,17,50,1850,Card,1,No,No,7,29.46718917453205,Technical,3.0,1,0.24,0.11,46,Neutral,4
Male,67,Bangladesh,London,Individual,52,Web,Monthly,23,7,24.305718056795783,3,-0.0,0,20,1040,Card,1,No,No,1,19.491805990395097,Billing,4.0,0,0.7,0.46,3,Neutral,2
Male,62,Germany,London,Enterprise,28,Web,Monthly,24,3,14.65394184242068,6,0.15,18,70,1960,Bank Transfer,0,No,No,1,29.533545017962457,Service,3.0,1,0.86,0.41,-32,Satisfied,2
Male,43,Bangladesh,Berlin,Individual,6,Mobile,Monthly,10,6,17.466330943697688,9,0.07,2,20,120,Card,2,Yes,No,3,28.865945154222487,Billing,3.0,0,0.53,0.22,-9,Satisfied,2
Female,54,Bangladesh,Berlin,SME,13,Web,Monthly,27,1,8.504069878916585,2,0.21,3,10,130,Card,0,Yes,No,0,32.90093751470201,Service,3.0,0,0.63,0.36,-9,Neutral,0
Female,57,India,Sydney,Enterprise,58,Referral,Yearly,23,0,24.006783321587346,3,0.24,0,50,2900,Card,0,No,No,1,9.669644670224574,Billing,4.0,0,0.16,0.28,32,Neutral,2
Male,27,India,Sydney,Individual,22,Web,Monthly,23,0,17.67051554289558,11,0.24,1,30,660,PayPal,1,No,No,0,1.0,Service,4.0,1,0.45,0.26,-6,Satisfied,0
Male,23,Canada,Sydney,Enterprise,9,Web,Quarterly,20,3,29.28941182200312,10,0.04,0,100,900,Bank Transfer,0,Yes,Yes,2,18.136666624897877,Technical,4.0,0,0.44,0.47,66,Satisfied,1
Male,48,Australia,Sydney,Enterprise,13,Referral,Yearly,10,0,19.516173246351315,5,0.14,38,20,260,PayPal,0,No,No,1,18.038587291713085,Technical,4.0,0,0.61,0.49,36,Unsatisfied,0
Male,70,Australia,Berlin,Individual,17,Mobile,Quarterly,28,2,16.576611719792712,7,-0.08,4,10,170,Card,0,No,No,0,22.47766678665164,Technical,2.0,0,0.56,0.1,12,Satisfied,0
Male,69,Germany,New York,Individual,48,Mobile,Quarterly,25,6,1.0,4,0.26,5,30,1440,Card,2,Yes,No,1,18.61407274877743,,4.0,0,0.65,0.34,22,Satisfied,1
Female,55,Germany,Berlin,Individual,40,Web,Monthly,21,7,20.337949600933804,5,-0.26,1,50,2000,PayPal,0,Yes,No,2,21.859915430314796,,4.0,0,0.3,0.24,0,Satisfied,0
Female,23,Bangladesh,London,Individual,14,Web,Monthly,21,7,22.293080768883865,6,0.29,16,20,280,Card,0,Yes,Yes,0,28.85520895340457,Service,4.0,0,0.89,0.17,24,Satisfied,1
Male,50,Germany,Delhi,Enterprise,37,Web,Monthly,12,1,9.890320835461218,4,0.07,10,30,1110,Card,1,No,No,1,45.34526238148887,Service,2.0,0,0.14,0.4,38,Neutral,0
Female,38,Australia,New York,SME,25,Referral,Yearly,17,6,10.43617439604147,9,0.18,4,30,750,Card,0,No,No,1,51.88399216347891,Technical,3.0,1,0.28,0.49,-35,Satisfied,1
Male,59,Australia,Sydney,Individual,2,Web,Quarterly,30,3,13.857082674794528,3,-0.03,7,30,60,Card,1,Yes,No,0,18.537867572139135,Service,2.0,0,0.86,0.23,17,Neutral,1
Male,50,Germany,London,Individual,2,Web,Yearly,23,1,19.46148124949926,3,0.08,13,50,100,Card,2,No,No,1,23.472037222846808,Technical,3.0,0,0.26,0.06,59,Satisfied,2
Male,54,Canada,Sydney,SME,58,Web,Yearly,6,7,15.465324236577615,1,0.04,1,20,1160,Card,0,No,No,0,13.193249952514003,Technical,3.0,1,0.57,0.18,58,Satisfied,3
Male,29,Australia,Sydney,Individual,58,Web,Quarterly,25,0,15.638822607835213,2,0.13,15,20,1160,Bank Transfer,0,Yes,No,2,9.77727782713269,,3.0,1,0.87,0.3,45,Satisfied,1
Female,42,Germany,Berlin,SME,20,Web,Yearly,20,6,16.418362432068186,6,0.06,5,50,1000,Bank Transfer,0,No,Yes,0,31.35474707252821,Technical,5.0,0,0.3,0.04,20,Unsatisfied,1
Female,70,Australia,Sydney,Individual,2,Mobile,Quarterly,17,0,9.578920727560156,2,-0.02,1,100,200,Card,0,No,No,1,24.721975703338835,Billing,5.0,0,0.45,0.17,-31,Satisfied,3
Female,39,Canada,New York,Individual,31,Web,Monthly,22,0,12.367594784163126,7,0.14,3,20,620,Bank Transfer,1,Yes,No,0,27.264432731953143,Service,4.0,0,0.48,0.15,-2,Neutral,1
Male,20,India,New York,SME,4,Mobile,Monthly,18,0,19.079068947501572,5,-0.26,0,10,40,Bank Transfer,1,No,No,2,21.5397830812694,Billing,3.0,0,0.31,0.1,-18,Neutral,1
Male,27,India,New York,Individual,28,Mobile,Monthly,25,6,19.564472030157106,4,0.09,9,30,840,PayPal,1,Yes,No,1,26.800377156745714,,3.0,0,0.17,0.22,24,Satisfied,2
Male,72,Canada,Sydney,Individual,6,Mobile,Quarterly,20,0,15.876986176424428,3,0.02,6,50,300,Bank Transfer,0,No,No,1,28.71435320665871,Technical,4.0,1,0.66,0.11,37,Neutral,2
Female,42,India,Toronto,Individual,41,Web,Quarterly,27,6,8.137004393821725,9,0.32,2,20,820,Card,0,No,No,3,35.74233331629424,Service,2.0,1,0.63,0.07,43,Neutral,0
Female,51,USA,New York,SME,53,Web,Quarterly,32,4,13.039281358202436,10,0.08,21,10,530,PayPal,0,No,No,1,24.26993390709865,Technical,3.0,0,0.55,0.36,-7,Neutral,1
Female,53,Bangladesh,Berlin,Individual,13,Mobile,Yearly,5,5,12.859927550310072,7,-0.18,20,70,910,Bank Transfer,0,No,No,1,33.66468943986436,Billing,3.0,0,0.83,0.06,63,Neutral,0
Female,58,Germany,Toronto,Enterprise,52,Referral,Quarterly,0,0,21.86698838598928,5,0.09,11,70,3640,PayPal,0,No,No,0,31.57257240911613,Billing,4.0,0,0.13,0.14,82,Satisfied,1
Female,64,Australia,Delhi,Individual,8,Web,Monthly,36,4,17.52871036979456,6,0.08,17,50,400,PayPal,2,Yes,No,0,18.36270249589424,Billing,3.0,0,0.58,0.07,76,Satisfied,3
Male,27,Bangladesh,Berlin,Individual,39,Web,Monthly,19,4,17.202739365352343,6,0.23,12,20,780,Card,0,Yes,No,0,15.830404501628372,,3.0,0,0.79,0.41,51,Neutral,0
Female,50,India,Sydney,Enterprise,52,Web,Quarterly,29,1,17.387905897375987,1,0.02,7,10,520,Card,1,No,No,1,22.584362913560486,Service,3.0,1,0.27,0.48,80,Satisfied,2
Female,48,Australia,Delhi,SME,48,Referral,Quarterly,27,2,1.0300212731908882,8,0.12,10,30,1440,Card,0,No,Yes,1,24.27397973476708,,3.0,1,0.79,0.12,-14,Satisfied,0
Female,48,UK,Toronto,SME,35,Web,Monthly,5,1,14.025728427021653,7,-0.02,4,20,700,Card,1,No,No,1,26.596817778898107,Technical,4.0,1,0.54,0.06,-58,Unsatisfied,1
Female,53,Bangladesh,Dhaka,Individual,49,Web,Monthly,23,5,11.335887510280426,8,0.11,0,70,3430,Card,0,No,No,0,24.33372339879761,,2.0,0,0.51,0.36,78,Neutral,2
Male,67,Australia,London,Individual,46,Web,Quarterly,14,6,21.343065344961104,6,0.11,1,10,460,PayPal,0,No,Yes,3,32.100895086630494,Billing,5.0,0,0.16,0.43,10,Neutral,0
Male,23,USA,Delhi,Enterprise,21,Web,Quarterly,7,5,6.582803819628618,7,0.12,4,30,630,PayPal,0,No,No,1,29.43352888748155,Billing,3.0,0,0.79,0.12,-27,Satisfied,3
Male,43,Bangladesh,Sydney,Individual,13,Web,Yearly,30,2,13.558725304419896,12,-0.18,8,30,390,Card,0,Yes,No,0,21.20110612810585,,5.0,0,0.61,0.21,-19,Satisfied,1
Male,39,India,Toronto,Individual,21,Referral,Yearly,21,4,19.596869411852467,10,0.17,5,30,630,Card,1,No,No,1,16.267775854051255,,3.0,0,0.12,0.08,68,Satisfied,0
Female,19,Australia,Toronto,SME,34,Mobile,Monthly,19,7,8.82866440061695,7,0.11,6,20,680,PayPal,0,No,No,1,32.812599885770744,,3.0,0,0.37,0.27,3,Unsatisfied,0
Male,70,Australia,Sydney,SME,34,Referral,Monthly,2,5,13.495229418323303,5,-0.1,21,30,1020,PayPal,1,No,Yes,5,22.980626691486982,Technical,3.0,1,0.42,0.25,35,Unsatisfied,0
Female,56,India,Berlin,SME,58,Referral,Monthly,15,5,5.085713429089754,5,-0.0,2,10,580,PayPal,0,No,Yes,2,21.90542946441525,,3.0,0,0.54,0.21,43,Satisfied,0
Male,33,USA,London,Individual,37,Referral,Monthly,22,5,13.97225078868362,5,-0.21,1,70,2590,Card,1,Yes,No,1,29.538195354621408,,3.0,1,0.39,0.39,25,Satisfied,1
Male,40,USA,London,Individual,59,Web,Quarterly,29,0,18.55904683830037,6,-0.22,28,10,590,Bank Transfer,0,No,No,1,29.207534268253035,Billing,5.0,0,0.55,0.44,2,Satisfied,2
Male,36,Canada,London,SME,40,Web,Monthly,30,2,21.74833850222268,4,0.04,7,30,1200,Card,0,No,No,1,21.817031115523804,Billing,4.0,0,0.85,0.16,0,Satisfied,1
Male,53,Australia,London,Individual,32,Referral,Yearly,38,2,15.598038415810684,7,-0.12,18,70,2240,PayPal,0,No,No,0,24.438237959166297,Service,1.0,0,0.78,0.15,27,Unsatisfied,1
Male,23,Germany,New York,Individual,3,Mobile,Quarterly,12,2,10.536429259279156,9,-0.2,3,30,90,PayPal,1,No,No,0,23.111811250770668,Technical,4.0,0,0.22,0.04,-45,Neutral,2
Female,21,India,Delhi,Individual,1,Mobile,Monthly,24,2,9.568720000071412,2,0.17,1,20,20,Bank Transfer,0,Yes,Yes,1,29.96244326214057,Technical,5.0,0,0.72,0.11,19,Neutral,0
Female,29,UK,Toronto,SME,14,Mobile,Quarterly,0,5,18.153751008494314,2,-0.07,1,50,700,Card,1,No,No,4,29.52708323980689,Technical,2.0,0,0.8,0.04,-68,Unsatisfied,1
Male,44,India,Berlin,Individual,18,Referral,Yearly,25,2,22.448200736633108,5,-0.09,5,50,900,PayPal,0,Yes,No,1,16.73891783523789,Technical,4.0,0,0.13,0.18,24,Unsatisfied,1
Male,58,Germany,New York,SME,38,Web,Quarterly,42,6,6.479587551073093,5,-0.21,5,20,760,Card,0,No,No,1,30.006448584799784,Billing,4.0,0,0.85,0.1,35,Satisfied,0
Male,31,USA,Dhaka,SME,17,Referral,Yearly,19,4,12.16016410492874,5,-0.16,0,10,170,Bank Transfer,1,No,No,3,17.628956892369388,Service,3.0,2,0.84,0.19,-2,Satisfied,3
Male,73,Bangladesh,London,Individual,51,Mobile,Monthly,9,1,1.8346648955689595,3,-0.11,0,30,1530,Card,0,Yes,No,1,26.222837708945143,Technical,2.0,0,0.87,0.34,33,Unsatisfied,2
Female,25,USA,Sydney,Individual,3,Referral,Monthly,0,2,13.238871756629116,7,0.3,7,10,30,Bank Transfer,1,Yes,No,1,19.381950765455,Technical,4.0,0,0.16,0.04,-18,Satisfied,3
Male,68,Canada,Sydney,Individual,32,Mobile,Monthly,20,4,9.494619616317692,5,0.02,10,20,640,Card,0,No,No,2,8.405460285677577,Service,3.0,0,0.57,0.02,-41,Neutral,1
Male,65,USA,Berlin,Individual,41,Web,Monthly,9,0,21.16452613975216,3,-0.15,13,10,410,Bank Transfer,0,No,Yes,1,27.74311949020926,Technical,3.0,0,0.51,0.04,-4,Satisfied,0
Male,44,USA,Sydney,Individual,21,Web,Monthly,29,0,10.835290868332676,2,0.01,54,50,1050,Card,1,Yes,No,2,10.135129796257,Technical,5.0,0,0.62,0.46,80,Satisfied,0
Female,67,Canada,Toronto,Individual,11,Web,Monthly,31,1,17.45686253014691,5,0.05,10,70,770,Card,1,Yes,Yes,2,32.80848416088837,Technical,3.0,0,0.55,0.22,30,Unsatisfied,2
Female,36,Germany,London,SME,6,Web,Monthly,21,2,3.53117033858196,4,0.07,0,30,180,Card,0,No,No,0,25.492133649350837,Service,5.0,0,0.26,0.38,-6,Satisfied,1
Male,34,Canada,New York,Individual,10,Web,Monthly,31,5,13.7659397287107,5,-0.01,7,30,300,Card,0,Yes,No,3,27.970399289352805,,2.0,2,0.42,0.18,-3,Satisfied,2
Male,68,USA,London,Enterprise,28,Web,Quarterly,23,6,10.927206127580838,6,-0.03,3,30,840,Bank Transfer,1,Yes,No,2,25.91765419250814,Billing,3.0,1,0.67,0.03,37,Satisfied,1
Male,48,UK,Dhaka,Individual,47,Mobile,Monthly,14,1,12.841520091869544,5,-0.1,6,20,940,PayPal,0,Yes,No,1,23.171708747066297,Billing,5.0,0,0.3,0.19,24,Neutral,2
Female,55,India,Toronto,SME,6,Web,Quarterly,12,4,20.89545831779693,4,0.23,2,70,420,Card,0,Yes,No,0,12.837473933326038,Technical,3.0,0,0.79,0.14,46,Satisfied,2
Female,42,UK,Dhaka,SME,23,Referral,Monthly,20,6,1.7267541464094691,4,-0.13,29,10,230,Card,0,No,Yes,0,25.68466089680534,Technical,4.0,0,0.3,0.21,58,Neutral,0
Male,62,India,Toronto,SME,17,Web,Monthly,27,4,19.892611656209688,4,0.09,15,70,1190,Card,0,Yes,No,5,13.233717262406964,Service,3.0,0,0.66,0.15,0,Unsatisfied,1
Male,66,Australia,Toronto,Individual,59,Web,Monthly,20,2,13.517330749980658,6,0.09,2,50,2950,Card,0,Yes,No,0,25.39135354413455,Service,3.0,0,0.51,0.28,74,Satisfied,2
Female,71,UK,Dhaka,Individual,7,Web,Yearly,27,0,10.993343645092446,3,0.18,4,70,490,Card,1,No,No,3,4.588321756765335,,2.0,1,0.33,0.46,14,Satisfied,0
Female,50,UK,Toronto,Enterprise,31,Web,Quarterly,36,4,14.706540804002136,4,0.13,7,30,930,Card,1,No,No,1,35.93351917835134,Billing,4.0,1,0.51,0.49,-16,Neutral,2
Male,54,USA,New York,Individual,24,Web,Quarterly,19,4,1.0,9,-0.1,23,30,720,PayPal,0,No,Yes,2,17.762581520799024,Service,3.0,0,0.78,0.32,-1,Neutral,0
Male,56,UK,Sydney,Individual,55,Referral,Yearly,11,4,12.838494955055229,6,0.38,7,30,1650,Card,0,No,No,0,3.630052278680324,Billing,2.0,0,0.44,0.02,83,Satisfied,1
Male,71,Australia,New York,Enterprise,22,Mobile,Monthly,20,5,20.201720850040104,5,0.2,16,20,440,Bank Transfer,1,Yes,No,1,26.57864443900378,,3.0,0,0.61,0.18,-22,Satisfied,1
Male,36,USA,Dhaka,Enterprise,30,Web,Yearly,15,0,17.746249500568567,3,-0.03,35,10,300,Card,1,Yes,No,0,23.980570601133326,Technical,2.0,0,0.22,0.07,34,Neutral,1
Female,38,Australia,London,Individual,40,Mobile,Monthly,0,2,14.94970990565843,4,0.27,10,10,400,PayPal,0,No,No,1,33.06221767009556,Technical,3.0,1,0.28,0.29,-11,Neutral,1
Female,29,India,Delhi,Individual,17,Referral,Monthly,5,5,5.361032595340779,2,-0.01,16,10,170,Card,1,No,Yes,1,34.13690907340222,,4.0,0,0.83,0.4,-19,Neutral,1
Male,49,Germany,Sydney,SME,10,Mobile,Monthly,1,6,7.837631377217323,6,-0.22,57,20,200,Card,2,No,Yes,1,5.886525304406835,,4.0,1,0.85,0.2,19,Unsatisfied,2
Male,28,Australia,London,Individual,28,Web,Quarterly,23,0,1.5880636234502816,9,0.07,2,30,840,Card,0,Yes,Yes,0,35.09031156786507,Technical,5.0,1,0.13,0.24,67,Neutral,2
Male,18,India,London,SME,21,Referral,Yearly,25,6,20.744718282147883,7,-0.05,8,10,210,PayPal,0,No,No,1,41.39321359310272,Technical,3.0,0,0.51,0.07,2,Satisfied,0
Male,20,UK,London,Enterprise,36,Web,Monthly,22,1,21.295979845664945,4,0.14,2,10,360,Card,0,Yes,No,1,17.304749246955453,Technical,4.0,0,0.58,0.13,-10,Satisfied,1
Female,26,Bangladesh,Delhi,SME,47,Web,Quarterly,21,2,11.035453972642248,7,0.37,7,20,940,Bank Transfer,0,No,No,3,14.80688213643785,Technical,3.0,0,0.8,0.21,53,Neutral,1
Female,56,Australia,New York,SME,54,Web,Monthly,23,0,2.681873941525591,4,-0.04,12,20,1080,Card,0,Yes,No,0,15.613648395486308,,5.0,0,0.35,0.35,22,Neutral,0
Female,52,Bangladesh,Dhaka,Individual,6,Web,Quarterly,23,5,10.309028179995078,3,0.13,11,20,120,Card,1,No,No,3,20.19593364338311,Billing,5.0,1,0.26,0.3,-30,Neutral,1
Female,19,Bangladesh,Toronto,SME,54,Web,Monthly,24,1,1.0,2,0.04,4,10,540,Bank Transfer,0,Yes,No,1,25.69233201869495,Service,4.0,0,0.88,0.1,-41,Neutral,2
Female,46,Australia,Sydney,Enterprise,6,Referral,Monthly,16,7,19.41882206161024,5,0.26,4,70,420,Bank Transfer,1,No,No,0,23.94782447103533,Billing,3.0,0,0.55,0.28,-3,Satisfied,2
Male,60,USA,Berlin,Individual,3,Web,Quarterly,33,0,21.63646659737882,5,0.1,1,50,150,Card,0,No,No,1,16.326978369561783,Billing,2.0,0,0.84,0.46,6,Satisfied,1
Male,59,Australia,Berlin,Individual,50,Web,Monthly,2,4,11.696675418576294,7,-0.12,7,50,2500,PayPal,1,No,No,2,20.87319034375958,Billing,3.0,0,0.69,0.02,59,Neutral,1
Female,30,India,New York,Individual,16,Web,Monthly,26,0,15.29539405978633,5,0.06,18,20,320,Card,0,No,No,0,13.14714021661705,Service,4.0,0,0.21,0.19,52,Satisfied,3
Female,72,Australia,New York,Individual,23,Mobile,Quarterly,21,3,10.918716842442665,6,-0.18,3,20,460,Card,0,No,No,2,24.297362506900036,,5.0,0,0.48,0.2,17,Unsatisfied,1
Female,65,Canada,Sydney,Individual,3,Mobile,Monthly,13,7,13.45896058083878,7,0.08,7,100,300,Card,0,No,No,0,1.0,Service,4.0,0,0.25,0.32,27,Satisfied,0
Female,55,UK,Sydney,SME,54,Mobile,Monthly,33,2,22.136022572991266,1,-0.29,3,20,1080,PayPal,0,Yes,No,1,29.0175472168078,Service,3.0,0,0.52,0.02,23,Neutral,5
Female,21,UK,London,Individual,43,Mobile,Quarterly,34,0,18.38178233067675,2,-0.24,8,10,430,Card,1,No,Yes,0,31.468458704055227,Service,4.0,0,0.7,0.32,100,Unsatisfied,0
Male,21,Canada,Sydney,SME,38,Mobile,Monthly,1,3,15.35385062890514,5,0.15,6,30,1140,Card,0,No,No,2,40.3043987142379,Service,4.0,0,0.54,0.25,7,Satisfied,0
Male,62,Australia,Toronto,SME,7,Web,Quarterly,14,6,28.60006854882122,2,-0.05,8,20,140,Card,0,No,No,0,14.964523012991654,,2.0,1,0.89,0.44,58,Satisfied,3
Male,47,USA,New York,Individual,27,Web,Monthly,14,5,17.10573828576811,4,0.18,3,20,540,Card,1,No,No,1,20.00578087469083,Service,4.0,0,0.46,0.2,-22,Satisfied,4
Male,33,Germany,Toronto,Individual,52,Mobile,Quarterly,18,4,14.369880895999538,6,-0.09,1,70,3640,PayPal,0,No,No,2,18.65107400848865,Technical,2.0,0,0.3,0.32,-5,Satisfied,1
Male,57,Australia,Berlin,Enterprise,23,Referral,Quarterly,31,7,3.505408732358422,2,0.25,3,20,460,Card,0,No,No,0,37.208733600205306,Billing,4.0,0,0.55,0.46,44,Neutral,0
Male,72,USA,Delhi,Individual,8,Mobile,Yearly,16,7,24.358062659337392,5,0.28,0,50,400,Card,1,No,No,1,4.697794983804755,Service,1.0,0,0.16,0.27,10,Unsatisfied,0
Female,67,Germany,Toronto,Individual,25,Mobile,Yearly,17,6,30.099984133451343,6,0.33,1,50,1250,Card,0,No,No,0,21.401556362660987,Billing,3.0,0,0.5,0.09,23,Neutral,0
Female,37,India,Berlin,Individual,40,Web,Yearly,8,3,17.640029568221525,9,0.15,11,50,2000,Card,0,No,No,0,1.540452705664645,Service,2.0,0,0.2,0.06,39,Unsatisfied,2
Male,23,USA,Delhi,Individual,47,Referral,Quarterly,30,1,9.868194068220026,3,-0.22,30,20,940,Card,1,Yes,No,0,16.592936593246357,,4.0,0,0.78,0.26,-25,Satisfied,0
Female,32,India,Delhi,Individual,54,Mobile,Yearly,20,1,5.876400732214535,8,0.14,0,20,1080,Card,0,Yes,No,0,19.761311270280167,Technical,4.0,0,0.75,0.48,-7,Neutral,3
Male,38,Germany,London,SME,9,Referral,Monthly,9,4,11.37429984453606,8,0.04,0,10,90,Bank Transfer,0,Yes,No,0,22.28778926008868,,4.0,0,0.25,0.16,0,Satisfied,0
Male,46,India,New York,Individual,9,Web,Monthly,24,1,1.0,2,0.08,16,50,450,Card,0,No,No,1,1.528441882399079,Billing,5.0,0,0.88,0.34,73,Satisfied,0
Male,54,Germany,Sydney,Individual,52,Web,Monthly,10,4,2.058401787525584,6,0.11,6,20,1040,PayPal,0,No,No,2,13.471197440226852,Service,4.0,1,0.79,0.26,-12,Satisfied,1
Male,70,India,London,Individual,32,Web,Monthly,27,4,17.665350252134875,3,0.1,24,10,320,Card,0,No,No,0,19.625344518704942,Billing,4.0,0,0.59,0.47,-8,Neutral,3
Male,30,India,Sydney,Individual,44,Web,Quarterly,32,0,4.899405900291256,7,0.02,0,20,880,PayPal,0,No,No,2,23.097050386125478,Billing,4.0,0,0.78,0.11,48,Unsatisfied,0
Female,23,USA,London,Individual,7,Mobile,Monthly,14,2,12.204087020556813,10,-0.39,18,30,210,PayPal,0,Yes,Yes,0,25.235184730309157,Technical,2.0,0,0.59,0.46,-11,Neutral,2
Male,63,India,Sydney,Individual,39,Referral,Quarterly,34,7,24.58394708455615,4,0.15,1,50,1950,PayPal,0,Yes,No,1,21.892345116121184,Service,3.0,1,0.39,0.23,55,Unsatisfied,1
Female,30,UK,Sydney,Individual,48,Web,Monthly,32,6,7.781536628333255,5,0.04,10,100,4800,PayPal,2,Yes,Yes,0,31.91672360325954,Technical,3.0,0,0.36,0.04,24,Neutral,1
Male,40,India,Delhi,SME,50,Referral,Quarterly,35,6,31.4733707022395,2,-0.12,14,30,1500,Card,1,Yes,Yes,2,23.198788294430454,Billing,3.0,0,0.65,0.26,15,Neutral,1
Female,27,Canada,Delhi,Individual,31,Web,Quarterly,11,0,9.110744625200947,6,-0.02,0,20,620,Bank Transfer,0,Yes,No,2,7.541079412090433,Billing,5.0,0,0.19,0.07,-35,Neutral,2
Female,58,Bangladesh,Dhaka,Enterprise,34,Mobile,Monthly,44,5,23.480816169001404,3,0.01,14,20,680,Card,0,Yes,Yes,2,26.372204600015163,Billing,2.0,0,0.19,0.03,33,Neutral,2
Male,66,Germany,Toronto,Individual,47,Mobile,Quarterly,25,1,12.83977848245273,3,-0.07,27,70,3290,Card,0,No,No,0,11.691475394006158,Service,5.0,0,0.62,0.21,52,Satisfied,1
Female,68,UK,Sydney,Individual,15,Referral,Monthly,26,5,7.719728560394982,7,-0.07,20,20,300,Card,0,Yes,No,2,34.795876436720675,Technical,4.0,0,0.33,0.14,60,Satisfied,2
Female,50,Bangladesh,Sydney,Individual,17,Web,Monthly,6,1,9.828505141385872,6,0.2,19,10,170,Card,0,Yes,Yes,3,21.149501504599613,Technical,3.0,1,0.18,0.22,7,Unsatisfied,2
Female,64,UK,Sydney,Individual,25,Mobile,Quarterly,38,3,14.967468537099684,8,-0.09,24,20,500,PayPal,1,No,No,1,26.864708315612955,Billing,4.0,2,0.29,0.2,16,Neutral,3
Male,22,USA,Delhi,Individual,54,Web,Monthly,31,7,18.13733068440547,2,0.17,6,100,5400,Card,1,No,No,0,19.822751519556174,Technical,2.0,1,0.6,0.39,36,Satisfied,0
Male,50,Australia,London,Enterprise,30,Web,Yearly,10,2,19.217102283462317,5,-0.08,2,20,600,PayPal,0,No,No,0,13.488246996927325,Service,5.0,0,0.23,0.2,-66,Neutral,2
Male,70,Australia,Sydney,SME,36,Mobile,Quarterly,31,2,1.0,5,0.18,5,50,1800,Card,1,No,No,2,28.33534460331556,Billing,3.0,1,0.88,0.46,12,Unsatisfied,2
Female,56,Bangladesh,Delhi,Individual,43,Web,Yearly,18,7,6.0239872173896725,4,0.21,1,10,430,Card,0,No,Yes,1,15.736747695856236,,5.0,2,0.57,0.43,-4,Neutral,0
Male,25,UK,Dhaka,Individual,48,Web,Monthly,22,6,27.577878796736584,4,-0.12,9,30,1440,PayPal,1,No,No,1,13.210444436660431,Service,3.0,0,0.41,0.06,-55,Neutral,1
Female,31,Canada,Toronto,Individual,22,Web,Monthly,0,6,12.237442367433712,4,-0.05,0,20,440,PayPal,0,No,Yes,1,22.648639723860573,Billing,5.0,0,0.77,0.46,24,Neutral,2
Male,62,Germany,London,SME,16,Web,Quarterly,8,3,19.164842932192983,2,0.12,13,10,160,PayPal,0,Yes,No,0,19.044669896646408,Technical,3.0,0,0.16,0.03,-23,Unsatisfied,2
Female,63,UK,Dhaka,Enterprise,6,Web,Monthly,0,7,19.671083576243173,5,0.24,10,30,180,Card,0,No,No,1,19.154150356726333,Service,3.0,0,0.29,0.29,-17,Neutral,1
Male,57,India,Dhaka,SME,51,Mobile,Monthly,16,1,6.046812949894727,5,0.33,25,20,1020,PayPal,1,No,No,0,15.460078302015717,,3.0,0,0.75,0.31,-5,Unsatisfied,3
Male,74,Bangladesh,Delhi,Enterprise,54,Mobile,Yearly,37,0,21.74403128290105,5,0.12,33,20,1080,Card,1,No,No,0,31.174940697232643,Billing,3.0,0,0.28,0.22,1,Satisfied,1
Male,73,Canada,New York,Individual,42,Web,Quarterly,20,2,25.48290279283973,5,0.09,0,50,2100,Bank Transfer,0,Yes,No,0,20.91132587222098,Technical,4.0,0,0.13,0.03,29,Neutral,1
Female,19,India,Sydney,Individual,47,Web,Monthly,38,0,7.655120884301327,2,-0.12,3,20,940,Card,0,Yes,No,0,1.0,Billing,3.0,0,0.9,0.41,4,Unsatisfied,0
Female,35,Bangladesh,Sydney,Individual,43,Web,Quarterly,17,4,16.64784813488949,6,-0.04,16,20,860,Card,0,No,No,0,26.20436029681413,Billing,4.0,0,0.61,0.16,100,Neutral,0
Male,61,Australia,New York,Individual,45,Mobile,Monthly,44,0,16.03989236586916,4,0.02,16,50,2250,PayPal,1,No,No,0,21.874683836009403,Billing,3.0,0,0.46,0.21,19,Neutral,1
Female,60,India,Berlin,Individual,46,Web,Quarterly,32,3,16.500863024689874,5,-0.29,8,50,2300,Card,1,Yes,No,1,55.13993706883893,,4.0,0,0.39,0.41,-25,Neutral,0
Male,49,UK,Dhaka,Individual,5,Web,Yearly,32,1,13.919860637959042,5,-0.08,4,20,100,Card,0,No,Yes,0,29.249806680963616,,4.0,0,0.52,0.03,11,Satisfied,0
Male,51,Australia,Delhi,SME,6,Referral,Yearly,30,4,15.09453263029576,8,0.04,11,20,120,Card,1,No,No,0,26.850386174828323,Service,2.0,0,0.61,0.18,10,Neutral,0
Male,39,Canada,Dhaka,Individual,42,Referral,Monthly,10,6,19.49708632849208,6,0.17,3,50,2100,PayPal,1,No,Yes,1,27.767162346697607,Billing,2.0,0,0.83,0.37,100,Neutral,1
Male,18,India,Berlin,SME,50,Web,Yearly,0,6,30.231574353030258,5,-0.05,0,20,1000,Card,1,No,No,2,46.08284251347103,Service,5.0,0,0.25,0.46,38,Unsatisfied,0
Male,60,USA,Berlin,Individual,3,Referral,Yearly,28,2,17.750347969607443,3,0.07,8,100,300,PayPal,0,Yes,No,1,17.404036966608167,Billing,3.0,0,0.76,0.39,36,Satisfied,2
